#SOD    DOY YEAR  NSATS   RX-LAT[DEG]     RX-LON[DEG]   RX-ALT[m]       EPE[m]   NPE[m]   UPE[m]  SIG-EPE  SIG-NPE  SIG-UPE   GDOP      PDOP     TDOP     HDOP     VDOP
 880.0   6 2015    7    43.428561944     1.497033517   252.811100000    0.829   -0.532   -0.644    3.714    4.730    9.190    2.533    2.197    1.260    1.193    1.844
 885.0   6 2015    7    43.428569726     1.497029706   252.432400000    0.520    0.333   -1.023    3.715    4.731    9.186    2.532    2.196    1.260    1.194    1.844
 890.0   6 2015    7    43.428555109     1.497031759   252.285900000    0.686   -1.291   -1.169    3.716    4.733    9.183    2.531    2.196    1.259    1.194    1.843
 895.0   6 2015    7    43.428558548     1.497031164   251.888700000    0.638   -0.909   -1.566    3.717    4.735    9.179    2.531    2.196    1.259    1.194    1.842
 900.0   6 2015    7    43.428556975     1.497032264   253.050500000    0.727   -1.084   -0.405    3.719    4.737    9.176    2.530    2.195    1.258    1.195    1.841
 905.0   6 2015    7    43.428569849     1.497030471   252.480200000    0.582    0.346   -0.975    3.720    4.739    9.172    2.530    2.195    1.258    1.195    1.841
 910.0   6 2015    7    43.428560528     1.497029661   251.221900000    0.517   -0.689   -2.233    3.721    4.741    9.168    2.529    2.194    1.257    1.196    1.840
 915.0   6 2015    7    43.428564843     1.497030471   252.276800000    0.582   -0.210   -1.178    3.722    4.742    9.165    2.529    2.194    1.257    1.196    1.839
 920.0   6 2015    7    43.428558644     1.497029973   253.051800000    0.542   -0.899   -0.403    3.723    4.744    9.161    2.528    2.194    1.256    1.196    1.839
 925.0   6 2015    7    43.428558539     1.497030867   252.655200000    0.614   -0.910   -0.800    3.724    4.746    9.158    2.527    2.193    1.256    1.197    1.838
 930.0   6 2015    7    43.428561615     1.497035096   252.802000000    0.957   -0.569   -0.653    3.726    4.748    9.154    2.527    2.193    1.255    1.197    1.837
 935.0   6 2015    7    43.428560080     1.497032479   252.093200000    0.745   -0.739   -1.362    3.727    4.750    9.151    2.526    2.193    1.255    1.198    1.837
 940.0   6 2015    7    43.428563845     1.497029371   251.621200000    0.493   -0.321   -1.834    3.728    4.752    9.147    2.526    2.192    1.254    1.198    1.836
 945.0   6 2015    7    43.428564417     1.497033942   251.947700000    0.863   -0.257   -1.507    3.729    4.753    9.143    2.525    2.192    1.254    1.199    1.835
 950.0   6 2015    7    43.428559683     1.497035167   252.634200000    0.963   -0.783   -0.821    3.730    4.755    9.140    2.525    2.192    1.253    1.199    1.834
 955.0   6 2015    7    43.428563759     1.497030171   252.108700000    0.558   -0.330   -1.346    3.732    4.757    9.136    2.524    2.191    1.253    1.200    1.834
 960.0   6 2015    7    43.428568204     1.497026754   252.463300000    0.281    0.163   -0.992    3.733    4.759    9.133    2.523    2.191    1.252    1.200    1.833
 965.0   6 2015    7    43.428565205     1.497034617   253.246000000    0.918   -0.170   -0.209    3.734    4.761    9.129    2.523    2.190    1.252    1.200    1.832
 970.0   6 2015    7    43.428565465     1.497030926   252.455400000    0.619   -0.141   -1.000    3.735    4.763    9.126    2.522    2.190    1.251    1.201    1.832
 975.0   6 2015    7    43.428567387     1.497034895   253.483100000    0.940    0.073    0.028    3.736    4.765    9.122    2.522    2.190    1.251    1.201    1.831
 980.0   6 2015    7    43.428564904     1.497034484   252.783300000    0.907   -0.203   -0.672    3.737    4.766    9.119    2.521    2.189    1.250    1.202    1.830
 985.0   6 2015    7    43.428562230     1.497030654   252.931000000    0.597   -0.500   -0.524    3.739    4.768    9.115    2.521    2.189    1.250    1.202    1.829
 990.0   6 2015    7    43.428563582     1.497032300   252.325700000    0.730   -0.350   -1.129    3.740    4.770    9.111    2.520    2.189    1.249    1.202    1.829
 995.0   6 2015    7    43.428567870     1.497024984   253.504200000    0.138    0.126    0.049    3.741    4.772    9.108    2.519    2.188    1.248    1.203    1.828
1000.0   6 2015    7    43.428569594     1.497027647   252.888700000    0.354    0.318   -0.566    3.742    4.774    9.104    2.519    2.188    1.248    1.203    1.827
1005.0   6 2015    7    43.428568666     1.497026671   251.858600000    0.275    0.215   -1.596    3.743    4.776    9.101    2.518    2.188    1.248    1.204    1.827
1010.0   6 2015    7    43.428563582     1.497031619   251.522200000    0.675   -0.350   -1.933    3.744    4.778    9.097    2.518    2.187    1.247    1.204    1.826
1015.0   6 2015    7    43.428561517     1.497028557   252.205300000    0.427   -0.580   -1.250    3.746    4.779    9.094    2.517    2.187    1.246    1.205    1.825
1020.0   6 2015    7    43.428568895     1.497030397   254.308400000    0.576    0.240    0.853    3.747    4.781    9.090    2.517    2.187    1.246    1.205    1.825
1025.0   6 2015    7    43.428567547     1.497029494   252.165500000    0.503    0.090   -1.290    3.748    4.783    9.087    2.516    2.186    1.245    1.206    1.824
1030.0   6 2015    7    43.428558733     1.497033014   252.932700000    0.788   -0.889   -0.522    3.749    4.785    9.083    2.516    2.186    1.245    1.206    1.823
1035.0   6 2015    7    43.428563405     1.497033374   251.939000000    0.817   -0.370   -1.516    3.750    4.787    9.080    2.515    2.186    1.244    1.206    1.823
1040.0   6 2015    7    43.428561470     1.497033467   254.371400000    0.825   -0.585    0.916    3.752    4.789    9.076    2.514    2.185    1.244    1.207    1.822
1045.0   6 2015    7    43.428559644     1.497025988   252.472600000    0.219   -0.788   -0.982    3.753    4.791    9.073    2.514    2.185    1.243    1.207    1.821
1050.0   6 2015    7    43.428563738     1.497032449   253.984800000    0.742   -0.333    0.530    3.754    4.793    9.069    2.513    2.185    1.243    1.208    1.820
1055.0   6 2015    7    43.428566791     1.497028429   253.242600000    0.417    0.006   -0.212    3.755    4.795    9.066    2.513    2.184    1.242    1.208    1.820
1060.0   6 2015    7    43.428562117     1.497032280   254.271800000    0.729   -0.513    0.817    3.756    4.796    9.062    2.512    2.184    1.242    1.209    1.819
1065.0   6 2015    7    43.428562050     1.497032143   253.631800000    0.718   -0.520    0.177    3.757    4.798    9.059    2.512    2.184    1.241    1.209    1.818
1070.0   6 2015    7    43.428563573     1.497026929   253.643700000    0.295   -0.351    0.189    3.759    4.800    9.055    2.511    2.183    1.241    1.210    1.818
1075.0   6 2015    7    43.428568059     1.497027290   251.697800000    0.325    0.147   -1.757    3.760    4.802    9.052    2.511    2.183    1.240    1.210    1.817
1080.0   6 2015    7    43.428562834     1.497032853   254.472400000    0.775   -0.433    1.017    3.761    4.804    9.048    2.510    2.183    1.240    1.210    1.816
1085.0   6 2015    7    43.428565848     1.497032795   254.159100000    0.770   -0.098    0.704    3.762    4.806    9.045    2.510    2.182    1.239    1.211    1.815
1090.0   6 2015    7    43.428566214     1.497032509   252.853000000    0.747   -0.058   -0.602    3.764    4.808    9.041    2.509    2.182    1.239    1.211    1.815
1095.0   6 2015    7    43.428561260     1.497034187   252.380800000    0.883   -0.608   -1.074    3.765    4.810    9.038    2.509    2.182    1.238    1.212    1.814
1100.0   6 2015    7    43.428561935     1.497034793   253.921000000    0.932   -0.533    0.466    3.766    4.812    9.034    2.508    2.181    1.238    1.212    1.813
1105.0   6 2015    7    43.428563604     1.497030297   252.784600000    0.568   -0.348   -0.670    3.767    4.814    9.031    2.507    2.181    1.237    1.213    1.813
1110.0   6 2015    7    43.428562810     1.497031289   253.015500000    0.648   -0.436   -0.440    3.768    4.815    9.027    2.507    2.181    1.237    1.213    1.812
1115.0   6 2015    7    43.428560980     1.497033108   253.001300000    0.796   -0.639   -0.454    3.769    4.817    9.024    2.506    2.180    1.236    1.214    1.811
1120.0   6 2015    7    43.428560982     1.497036788   253.301900000    1.094   -0.639   -0.153    3.771    4.819    9.020    2.506    2.180    1.236    1.214    1.811
1125.0   6 2015    7    43.428562894     1.497026316   252.191000000    0.246   -0.426   -1.264    3.772    4.821    9.017    2.505    2.180    1.235    1.214    1.810
1130.0   6 2015    7    43.428564093     1.497028436   252.157000000    0.417   -0.293   -1.298    3.773    4.823    9.013    2.505    2.179    1.235    1.215    1.809
1135.0   6 2015    7    43.428564156     1.497029266   251.959800000    0.485   -0.286   -1.495    3.774    4.825    9.010    2.504    2.179    1.234    1.215    1.809
1140.0   6 2015    7    43.428563497     1.497031479   252.637600000    0.664   -0.360   -0.817    3.775    4.827    9.007    2.504    2.179    1.234    1.216    1.808
1145.0   6 2015    7    43.428566930     1.497029204   251.642200000    0.480    0.022   -1.813    3.777    4.829    9.003    2.503    2.178    1.233    1.216    1.807
1150.0   6 2015    7    43.428563518     1.497032857   252.847600000    0.775   -0.357   -0.607    3.778    4.831    8.999    2.503    2.178    1.233    1.217    1.807
1155.0   6 2015    7    43.428559368     1.497028958   251.702000000    0.460   -0.818   -1.753    3.779    4.832    8.996    2.502    2.178    1.232    1.217    1.806
1160.0   6 2015    7    43.428569165     1.497031860   252.673600000    0.695    0.270   -0.781    3.780    4.834    8.993    2.502    2.177    1.232    1.218    1.805
1165.0   6 2015    7    43.428562646     1.497030125   252.570000000    0.554   -0.454   -0.885    3.781    4.836    8.989    2.501    2.177    1.231    1.218    1.804
1170.0   6 2015    7    43.428560847     1.497031891   251.726800000    0.697   -0.654   -1.728    3.783    4.838    8.986    2.501    2.177    1.231    1.218    1.804
1175.0   6 2015    7    43.428566561     1.497025460   252.031000000    0.176   -0.019   -1.424    3.784    4.840    8.982    2.500    2.176    1.230    1.219    1.803
1180.0   6 2015    7    43.428563117     1.497030456   252.309400000    0.581   -0.402   -1.146    3.785    4.842    8.979    2.499    2.176    1.230    1.219    1.802
1185.0   6 2015    7    43.428563432     1.497028020   251.745800000    0.384   -0.367   -1.709    3.786    4.844    8.975    2.499    2.176    1.229    1.220    1.802
1190.0   6 2015    7    43.428560073     1.497024449   253.044300000    0.095   -0.740   -0.411    3.787    4.846    8.972    2.498    2.175    1.229    1.220    1.801
1195.0   6 2015    7    43.428554551     1.497029207   251.713100000    0.480   -1.353   -1.742    3.789    4.848    8.968    2.498    2.175    1.228    1.221    1.800
1200.0   6 2015    7    43.428565127     1.497024710   251.944400000    0.116   -0.178   -1.511    3.790    4.850    8.965    2.497    2.175    1.228    1.221    1.800
1205.0   6 2015    7    43.428558251     1.497031907   253.083000000    0.699   -0.942   -0.372    3.791    4.852    8.961    2.497    2.175    1.227    1.222    1.799
1210.0   6 2015    7    43.428565457     1.497026283   251.850200000    0.243   -0.142   -1.605    3.792    4.854    8.958    2.496    2.174    1.227    1.222    1.798
1215.0   6 2015    7    43.428563175     1.497030145   251.600700000    0.556   -0.395   -1.854    3.793    4.855    8.955    2.496    2.174    1.226    1.222    1.798
1220.0   6 2015    7    43.428565047     1.497026288   251.777400000    0.243   -0.187   -1.678    3.795    4.857    8.951    2.495    2.174    1.226    1.223    1.797
1225.0   6 2015    7    43.428562637     1.497035995   252.709600000    1.030   -0.455   -0.745    3.796    4.859    8.948    2.495    2.173    1.225    1.223    1.796
1230.0   6 2015    7    43.428561063     1.497031749   253.994800000    0.686   -0.630    0.540    3.797    4.861    8.944    2.494    2.173    1.225    1.224    1.796
1235.0   6 2015    8    43.428571243     1.497031451   252.979100000    0.662    0.501   -0.476    3.742    4.623    8.343    2.333    2.049    1.115    1.181    1.675
1240.0   6 2015    8    43.428563663     1.497034289   253.286000000    0.891   -0.341   -0.169    3.744    4.624    8.344    2.333    2.050    1.115    1.181    1.675
1245.0   6 2015    8    43.428566308     1.497028936   253.429600000    0.458   -0.047   -0.025    3.746    4.625    8.346    2.334    2.050    1.115    1.181    1.676
1250.0   6 2015    8    43.428571178     1.497031025   253.435400000    0.627    0.494   -0.020    3.747    4.627    8.348    2.334    2.051    1.115    1.182    1.676
1255.0   6 2015    8    43.428566718     1.497035410   253.463400000    0.982   -0.002    0.008    3.749    4.628    8.350    2.335    2.051    1.116    1.182    1.676
1260.0   6 2015    8    43.428566818     1.497034663   253.792600000    0.922    0.009    0.338    3.751    4.629    8.351    2.336    2.052    1.116    1.182    1.677
1265.0   6 2015    8    43.428572604     1.497027158   252.887200000    0.314    0.652   -0.568    3.752    4.630    8.353    2.336    2.052    1.116    1.183    1.677
1270.0   6 2015    8    43.428568937     1.497029843   252.837800000    0.531    0.245   -0.617    3.754    4.631    8.355    2.337    2.053    1.117    1.183    1.677
1275.0   6 2015    8    43.428565152     1.497031063   253.870900000    0.630   -0.176    0.416    3.756    4.633    8.357    2.337    2.053    1.117    1.184    1.678
1280.0   6 2015    8    43.428566113     1.497033211   254.136400000    0.804   -0.069    0.681    3.757    4.634    8.358    2.338    2.054    1.117    1.184    1.678
1285.0   6 2015    8    43.428572186     1.497030805   253.108900000    0.609    0.606   -0.346    3.759    4.635    8.360    2.338    2.054    1.117    1.184    1.679
1290.0   6 2015    8    43.428565355     1.497032923   254.012200000    0.781   -0.153    0.557    3.761    4.636    8.361    2.339    2.055    1.118    1.185    1.679
1295.0   6 2015    8    43.428564351     1.497027688   254.071800000    0.357   -0.265    0.617    3.763    4.637    8.363    2.340    2.055    1.118    1.185    1.679
1300.0   6 2015    8    43.428569843     1.497032371   254.205600000    0.736    0.345    0.750    3.764    4.638    8.364    2.340    2.056    1.118    1.185    1.679
1305.0   6 2015    8    43.428566816     1.497030557   254.120600000    0.589    0.009    0.666    3.766    4.639    8.366    2.341    2.056    1.119    1.186    1.680
1310.0   6 2015    8    43.428562501     1.497033334   253.818400000    0.814   -0.470    0.363    3.768    4.641    8.367    2.341    2.057    1.119    1.186    1.680
1315.0   6 2015    8    43.428566232     1.497036549   254.309400000    1.074   -0.056    0.854    3.769    4.642    8.369    2.342    2.057    1.119    1.187    1.680
1320.0   6 2015    8    43.428566647     1.497031250   253.757800000    0.645   -0.009    0.303    3.771    4.643    8.370    2.342    2.058    1.119    1.187    1.681
1325.0   6 2015    8    43.428560976     1.497039747   254.228100000    1.333   -0.640    0.773    3.773    4.644    8.372    2.343    2.058    1.120    1.187    1.681
1330.0   6 2015    8    43.428564216     1.497035431   252.610800000    0.984   -0.280   -0.844    3.774    4.645    8.373    2.343    2.058    1.120    1.188    1.681
1335.0   6 2015    8    43.428568581     1.497030286   252.915100000    0.567    0.205   -0.540    3.776    4.646    8.375    2.344    2.059    1.120    1.188    1.682
1340.0   6 2015    8    43.428569228     1.497031898   253.362100000    0.698    0.277   -0.093    3.778    4.647    8.376    2.344    2.059    1.120    1.188    1.682
